id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
275804481,1,8989736,Черкизовская,9,34.0,2025,13.9,10.5,2.7,Монолитный,1,17,33,Чистовая,4,пассажирский
270798660,1,9189350,Красный Строитель,6,32.3,2024,9.5,16.2,2.7,Монолитный,1,15,33,Чистовая,4,пассажирский
275804652,1,9469171,Черкизовская,8,35.8,2025,10.5,18.1,2.7,Монолитный,1,4,28,Чистовая,4,пассажирский
275804109,1,9830030,Черкизовская,12,36.1,2025,11.1,17.2,2.7,Монолитный,1,29,33,Чистовая,4,пассажирский
276122901,2,9880570,Свиблово,6,32.3,2025,19.5,4.4,2.7,Монолитный,1,3,33,Чистовая,4,пассажирский
275804384,1,11560590,Черкизовская,9,42.3,2025,14.7,18.6,2.7,Монолитный,1,32,33,Чистовая,4,пассажирский
273881780,1,13187520,Бутырская,7,34.2,2024,14.0,10.5,2.6,Монолитный,1,21,33,Чистовая,4,пассажирский
277771126,1,13485250,Волгоградский проспект,5,42.5,2025,14.5,18.6,2.6,Монолитный,1,37,38,Чистовая,4,пассажирский
273746756,1,13493480,Водный стадион,10,36.4,2024,10.5,18.1,2.7,Монолитный,1,13,21,Предчистовая,4,пассажирский
275406781,2,15452716,Москворечье,16,61.9,2026,26.9,26.1,3.1,Монолитный,1,6,52,Без отделки,4,пассажирский
275815335,3,15825765,Аминьевская,6,71.9,2024,33.3,21.8,2.6,Монолитный,2,14,33,Предчистовая,4,пассажирский
270796160,3,16568200,Кантемировская,20,74.8,2024,33.6,25.8,2.6,Монолитный,2,17,23,Чистовая,3,пассажирский
270789392,3,23111761,Отрадное,19,72.34,2023,40.4,13.2,3.0,Монолитный,2,2,14,Чистовая,1,пассажирский
270792047,2,23356080,Крылатское,10,59.4,2024,24.2,22.2,2.8,Монолитный,2,30,33,Чистовая,4,пассажирский
277404954,3,37395213,Минская,20,110.9,2024,71.9,6.0,3.1,Монолитный,2,36,56,Без отделки,4,пассажирский
272695149,5,966125475,Театральная,4,340.79,2023,36.2,36.9,4.6,Монолитный,4,4,6,Чистовая,1,пассажирский
274208688,1,8578400,Аминьевская,6,34.1,2024,14.0,10.6,2.6,Монолитный,1,11,33,Предчистовая,4,пассажирский
276272552,1,9703000,Нагатинская,5,31.3,2025,9.5,13.5,2.6,Монолитный,1,8,33,Чистовая,4,пассажирский
276735623,2,9845684,Медведково,5,49.1,2024,24.5,15.0,2.8,Монолитный,1,1,8,Чистовая,1,пассажирский
275129934,2,11147774,Перерва,5,51.8,2025,23.2,16.4,2.7,Монолитный,1,16,33,Чистовая,4,пассажирский
273236818,2,11638800,Медведково,19,48.8,2025,23.9,15.4,2.7,Монолитный,1,28,32,Чистовая,4,пассажирский
275239652,2,13404270,Водный стадион,10,45.3,2024,21.5,15.3,2.7,Монолитный,1,2,21,Предчистовая,4,пассажирский
270792080,1,14527060,Крылатское,10,36.2,2024,10.6,18.4,2.8,Монолитный,1,23,33,Чистовая,4,пассажирский
285083625,1,14835000,Коптево,8,43.0,2024,36.2,13.3,3.0,Монолитный,1,2,28,Черновая,3,пассажирский
277324197,3,16327700,Медведково,16,71.3,2025,37.9,19.1,2.7,Монолитный,2,13,32,Чистовая,4,пассажирский
285084401,1,18579480,Кунцевская,4,42.8,2022,13.3,12.1,3.0,Монолитный,1,17,29,Чистовая,3,пассажирский
270777414,3,19487160,Медведково,6,83.6,2024,43.1,14.1,2.6,Монолитный,2,2,15,Чистовая,1,пассажирский
270783888,2,20972736,Багратионовская,7,63.6,2024,23.6,23.7,2.7,Монолитный,2,2,24,Предчистовая,4,пассажирский
264822028,3,26534175,Карамышевская,17,61.5,2023,41.7,6.1,3.1,Монолитный,1,2,21,Без отделки,1,пассажирский
277404029,2,24497593,Беломорская,7,56.3,2023,37.0,4.9,3.1,Монолитный,1,3,35,Без отделки,3,пассажирский
284859695,3,25061260,Давыдково,4,101.97,2023,77.1,7.7,3.3,Монолитный,1,15,30,Без отделки,2,пассажирский
278559506,3,26610400,Народное Ополчение,11,107.3,2022,36.2,11.8,3.0,Монолитный,2,3,21,Без отделки,1,пассажирский
269677211,3,28627519,Бульвар Рокоссовского,3,92.5,2024,36.2,18.1,3.0,Монолитный,2,13,19,Без отделки,1,грузовой
271319286,2,30799148,Зорге,13,53.5,2022,36.2,6.7,3.0,Монолитный,1,23,27,Без отделки,3,пассажирский
284303160,3,31080000,Минская,1,68.6,2023,28.1,22.1,3.1,Монолитный,1,5,13,Без отделки,2,пассажирский
277737934,2,31949999,Белорусская,7,65.41,2024,24.4,23.5,3.2,Монолитный,2,13,21,Без отделки,1,пассажирский
277404960,3,33170257,Минская,20,97.6,2024,68.4,6.9,3.1,Монолитный,2,36,56,Без отделки,4,пассажирский
284889350,5,33196590,Тушинская,18,155.2,2024,85.3,39.9,3.0,Монолитный,2,24,24,Без отделки,1,пассажирский
260240256,3,37368000,Дмитровская,15,86.4,2021,44.5,23.4,2.8,Монолитный,2,48,57,Предчистовая,3,пассажирский
264672474,1,37568240,Хорошёво,20,65.2,2024,14.9,5.6,3.1,Монолитный,1,5,8,Без отделки,5,грузовой
275095582,3,40800000,Минская,13,68.8,2023,27.2,22.5,3.1,Монолитный,1,13,14,Без отделки,2,пассажирский
277929373,4,43767528,Фили,4,120.5,2021,62.2,21.1,3.0,Монолитный,3,3,20,Без отделки,2,пассажирский
285462038,2,75007500,Белорусская,10,86.8,2021,41.3,22.2,3.2,Монолитный,2,12,18,Без отделки,1,пассажирский
272206897,3,79953345,Хорошёво,19,126.9,2024,54.5,6.5,3.1,Монолитный,2,35,44,Без отделки,4,пассажирский
272206908,4,89015505,Хорошёво,19,148.1,2024,70.6,18.8,3.1,Монолитный,2,41,44,Без отделки,4,пассажирский
273916912,5,92700000,Минская,2,135.0,2023,36.2,18.1,3.1,Монолитный,3,5,14,Без отделки,1,пассажирский
284503791,3,101418960,Выставочная,7,116.04,2023,93.6,17.4,3.0,Монолитный,2,61,65,Чистовая,4,пассажирский
285770920,3,144210000,Арбатская,9,151.8,2019,36.2,18.1,3.3,Монолитный,3,7,8,Без отделки,1,пассажирский
274788010,3,241332000,Смоленская,6,154.7,2019,36.2,18.1,3.6,Монолитный,3,4,5,Без отделки,0,пассажирский
284916281,5,431781562,Спортивная,12,204.5,2024,121.8,8.4,3.2,Монолитный,4,3,6,Без отделки,1,пассажирский
272695174,3,466111587,Охотный ряд,6,165.8,2023,36.2,47.8,4.6,Монолитный,3,6,6,Чистовая,1,пассажирский
262519723,5,557491440,Улица 1905 года,6,359.44,2023,189.2,51.6,3.0,Монолитный,3,21,21,С отделкой,1,пассажирский
266405826,5,715918500,Улица 1905 года,8,433.89,2023,248.3,37.9,3.0,Монолитный,3,21,21,С отделкой,1,пассажирский
272695156,4,1598855202,Театральная,4,319.9,2023,36.2,49.7,4.6,Монолитный,4,6,6,Чистовая,1,пассажирский
276901790,2,9086354,Владыкино,8,34.1,2025,21.0,6.2,2.6,Монолитный,1,20,33,Чистовая,4,пассажирский
271598731,1,10427690,Черкизовская,13,32.5,2024,9.5,16.4,2.7,Монолитный,1,3,33,Чистовая,4,пассажирский
276099771,1,10566080,Окская,9,37.1,2024,11.2,18.9,2.7,Монолитный,1,20,33,Чистовая,4,пассажирский
277827838,1,11602500,Водный стадион,11,32.5,2024,9.6,16.2,2.7,Монолитный,1,16,33,Чистовая,4,пассажирский
272967045,1,12482040,Окружная,12,35.4,2023,10.1,17.0,2.8,Панельный,1,21,21,Чистовая,4,пассажирский
277941027,2,12813540,Текстильщики,17,49.8,2024,22.7,16.8,2.6,Монолитный,1,24,24,Чистовая,2,пассажирский
275752789,3,13074268,Пятницкое шоссе,20,62.9,2024,41.4,5.1,2.8,Монолитный,2,18,19,Чистовая,1,пассажирский
277323956,2,13208360,Владыкино,10,48.4,2025,23.6,15.5,2.6,Монолитный,1,29,33,Чистовая,4,пассажирский
274774264,2,13531770,Нагатинская,5,45.7,2025,21.2,15.2,2.6,Монолитный,1,24,33,Чистовая,4,пассажирский
270777147,1,14194320,Свиблово,9,35.7,2023,10.1,16.4,2.7,Монолитный,1,2,25,Чистовая,3,пассажирский
266531001,1,18488490,Зорге,13,36.6,2023,14.8,12.5,3.1,Монолитный,1,20,21,Без отделки,1,пассажирский
275020691,3,15044744,Пятницкое шоссе,20,77.3,2024,40.9,21.7,2.8,Монолитный,2,16,19,Чистовая,1,пассажирский
275155983,1,15628900,Алексеевская,16,26.9,2023,20.2,18.1,3.0,Монолитный,1,26,32,Без отделки,3,пассажирский
270792187,1,16604840,Крылатское,10,43.4,2024,13.4,21.7,2.8,Монолитный,1,27,33,Чистовая,4,пассажирский
275623169,3,17510316,Нижегородская,5,77.72,2024,33.5,24.2,2.6,Монолитный,2,13,33,Чистовая,4,пассажирский
270991010,2,17605590,Яхромская,4,63.65,2023,28.3,19.9,2.8,Монолитный,2,16,16,Чистовая,1,пассажирский
270783874,1,18304905,Багратионовская,7,46.7,2024,13.3,22.6,2.7,Монолитный,1,24,24,Предчистовая,4,пассажирский
277095437,3,18729515,Владыкино,8,81.5,2025,36.5,23.0,2.6,Монолитный,2,32,33,Чистовая,4,пассажирский
271785619,3,18675000,Текстильщики,19,83.0,2024,34.1,26.3,2.6,Монолитный,2,17,23,Чистовая,3,пассажирский
276273296,3,21221400,Стрешнево,3,93.9,2022,46.7,21.4,2.6,Монолитный,2,12,28,Чистовая,1,пассажирский
270783649,2,22057920,Багратионовская,7,62.1,2024,27.7,25.8,2.7,Монолитный,2,12,24,Чистовая,4,пассажирский
276331297,3,23458312,Аминьевская,12,78.64,2024,42.3,18.0,2.7,Монолитный,2,15,21,Предчистовая,4,пассажирский
276438480,2,23931000,Лефортово,2,58.4,2021,36.2,11.0,3.0,Монолитный,1,18,18,Без отделки,1,пассажирский
270794729,3,24141700,Лефортово,13,73.4,2023,54.0,10.5,2.7,Монолитный,2,26,26,Предчистовая,4,пассажирский
268526990,2,25286371,Волгоградский проспект,6,69.6,2022,25.6,28.1,2.9,Монолитный,1,2,7,Предчистовая,1,пассажирский
277738060,1,27509999,Белорусская,7,53.67,2024,15.8,25.0,3.2,Монолитный,1,3,21,Без отделки,1,пассажирский
275407360,3,28533732,Москворечье,16,72.7,2026,40.0,21.5,3.1,Монолитный,2,44,52,Без отделки,4,пассажирский
274100158,2,32544050,Аэропорт,14,55.3,2023,36.2,18.1,3.1,Монолитный,1,3,41,Предчистовая,4,пассажирский
265095410,3,38830000,Минская,1,68.6,2023,27.2,22.5,3.1,Монолитный,1,11,14,Без отделки,2,пассажирский
272764494,4,41440800,Нагатинская,7,99.2,2025,57.5,13.4,3.0,Монолитный,2,18,29,Предчистовая,3,пассажирский
266328203,2,41187420,Хорошёво,20,80.1,2024,32.7,15.3,3.1,Монолитный,2,6,20,Без отделки,5,грузовой
275721647,3,126301500,Охотный ряд,6,82.5,2023,36.2,12.7,4.6,Монолитный,2,1,6,Чистовая,1,пассажирский
272695172,3,350018361,Охотный ряд,6,135.4,2023,36.2,35.1,4.6,Монолитный,2,5,6,Чистовая,1,пассажирский
258945674,5,395590000,Ломоносовский проспект,4,232.5,2020,36.2,18.1,3.1,Монолитный,3,8,8,Чистовая,1,пассажирский
284859654,2,12608024,Давыдково,4,37.37,2023,22.9,6.5,3.3,Монолитный,1,3,30,Без отделки,2,пассажирский
283700437,2,14800000,Озёрная,20,65.4,2020,39.2,18.1,3.0,Монолитно-кирпичный,1,19,21,Чистовая,1,пассажирский
284916363,2,16384765,Электрозаводская,14,38.7,2025,12.1,19.0,3.1,Монолитный,1,6,21,Без отделки,1,пассажирский
283521742,3,18484700,Народное Ополчение,11,76.7,2022,36.2,11.8,3.0,Монолитный,2,9,21,Без отделки,1,пассажирский
