id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
282203457,4,122740000,Минская,13,170.0,2023,72.7,45.4,3.1,Монолитный,3,14,14,Без отделки,2,пассажирский
285691709,2,139692899,Полянка,2,133.55,2022,43.3,49.0,3.5,Монолитный,2,4,7,Без отделки,1,пассажирский
281686983,4,147920000,Чистые пруды,4,92.5,2025,45.6,10.0,5.4,Монолитный,2,1,6,Без отделки,2,пассажирский
281686984,4,178650000,Чистые пруды,4,101.7,2025,84.1,3.0,5.4,Монолитный,3,1,6,Без отделки,2,пассажирский
281686975,2,184120000,Чистые пруды,4,80.9,2025,15.8,33.9,3.9,Монолитный,2,4,6,Без отделки,2,пассажирский
285691752,3,214587827,Полянка,2,161.09,2022,60.8,48.4,3.5,Монолитный,3,5,7,Без отделки,1,пассажирский
280422651,3,257494248,Третьяковская,3,117.16,2024,36.2,9.2,3.1,Монолитно-кирпичный,2,6,7,Без отделки,1,пассажирский
281686976,4,343500000,Чистые пруды,4,178.9,2025,54.4,71.8,3.9,Монолитный,3,4,6,Без отделки,2,пассажирский
280748941,3,483412020,Новокузнецкая,15,162.11,2024,47.6,49.5,7.6,Монолитно-кирпичный,3,6,6,Черновая,1,пассажирский
273638396,1,7815703,Медведково,5,35.54,2024,12.5,15.6,2.8,Монолитный,1,4,8,Чистовая,1,пассажирский
273638325,1,7910972,Медведково,5,35.27,2024,12.5,15.6,2.8,Монолитный,1,4,8,Чистовая,1,пассажирский
273638308,1,8356756,Медведково,5,37.65,2024,13.2,15.0,2.8,Монолитный,1,5,8,Чистовая,1,пассажирский
277826013,1,8633721,Пятницкое шоссе,20,34.2,2024,10.6,15.5,2.8,Монолитный,1,13,19,Чистовая,1,пассажирский
275804412,1,10277309,Черкизовская,9,36.1,2025,11.1,17.1,2.7,Монолитный,1,27,33,Чистовая,4,пассажирский
276122991,1,10274630,Черкизовская,13,32.3,2024,12.6,10.4,2.7,Монолитный,1,28,33,Чистовая,4,пассажирский
273414471,1,11180839,Черкизовская,13,35.9,2024,10.6,18.2,2.7,Монолитный,1,2,16,Чистовая,2,пассажирский
276378778,2,14048770,Бутырская,8,42.1,2025,28.6,4.9,2.6,Панельный,1,23,23,Чистовая,3,пассажирский
276123980,2,15330554,Окская,9,52.61,2024,22.4,21.6,2.7,Монолитный,2,20,33,Чистовая,4,пассажирский
270792073,2,19328400,Крылатское,10,50.4,2024,27.3,14.4,2.8,Монолитный,1,28,33,Чистовая,4,пассажирский
275550553,3,19454724,Аминьевская,3,73.86,2024,36.1,21.9,2.7,Монолитный,2,24,33,Чистовая,4,пассажирский
271068528,1,20193264,Фили,5,50.4,2022,15.2,22.7,3.0,Монолитный,1,3,20,Предчистовая,2,пассажирский
270783707,3,26419987,Багратионовская,9,96.7,2024,47.1,25.4,2.7,Монолитный,2,2,12,Чистовая,3,пассажирский
263591404,2,34977648,Ростокино,14,109.9,2015,82.4,18.1,3.1,Монолитный,2,31,58,Без отделки,4,пассажирский
265095482,3,47570000,Минская,2,77.6,2023,52.6,6.1,3.3,Монолитный,2,13,14,Без отделки,2,пассажирский
282439555,2,7601798,Бунинская аллея,5,32.6,2025,19.9,4.4,2.6,Панельный,1,2,17,Чистовая,2,пассажирский
282439284,1,7818048,Перерва,10,32.0,2025,12.4,10.5,2.7,Монолитный,1,13,17,Чистовая,2,пассажирский
277825670,2,7812480,Бунинская аллея,6,32.5,2024,19.7,5.9,2.6,Монолитный,1,15,17,Чистовая,1,пассажирский
276334270,1,7882688,Депо,18,32.2,2025,19.7,5.8,2.7,Монолитный,1,15,25,Чистовая,3,пассажирский
276735600,1,8015575,Медведково,5,37.14,2024,12.0,17.9,2.8,Монолитный,1,1,8,Чистовая,1,пассажирский
277324303,1,8746920,Медведково,19,35.1,2025,11.4,16.3,2.7,Монолитный,1,32,32,Чистовая,4,пассажирский
276932605,1,8943870,Кантемировская,20,32.3,2024,9.5,16.1,2.6,Монолитный,1,29,33,Чистовая,4,пассажирский
281933777,2,9086246,Бунинская аллея,5,43.9,2025,22.0,6.2,2.6,Панельный,1,3,17,Чистовая,2,пассажирский
275291359,1,9812400,Медведково,19,40.8,2025,13.3,19.1,2.7,Монолитный,1,27,32,Чистовая,4,пассажирский
273236894,1,9938940,Медведково,16,40.7,2025,13.3,19.1,2.7,Монолитный,1,20,32,Чистовая,4,пассажирский
284889193,1,10708433,Тушинская,18,38.1,2024,13.9,14.0,3.0,Монолитный,1,16,24,Без отделки,1,пассажирский
273051521,2,10808382,Прокшино,13,36.9,2024,13.0,12.6,3.0,Монолитный,1,11,16,Без отделки,1,пассажирский
278054203,2,10957077,Бульвар Адмирала Ушакова,8,38.1,2024,12.0,16.1,3.0,Монолитный,1,13,14,Без отделки,1,пассажирский
277324177,2,11479950,Бульвар Рокоссовского,3,48.5,2024,21.6,16.9,2.7,Монолитный,1,2,33,Чистовая,4,пассажирский
279343508,2,11491986,Бунинская аллея,5,50.2,2024,25.3,10.1,3.0,Монолитный,1,12,19,Без отделки,1,пассажирский
275804387,2,11958616,Черкизовская,9,46.1,2025,21.7,15.3,2.7,Монолитный,1,14,33,Чистовая,4,пассажирский
270785015,2,11920734,Рижская,17,51.8,2023,25.7,16.7,2.6,Монолитный,1,4,21,Чистовая,3,пассажирский
280805549,1,12018236,Бульвар Рокоссовского,3,36.8,2024,36.2,18.1,3.0,Монолитный,1,2,19,Без отделки,1,грузовой
278053759,2,12711049,Бульвар Адмирала Ушакова,8,49.7,2024,25.1,10.2,3.0,Монолитный,1,7,17,Без отделки,1,пассажирский
280471816,4,12774133,Бунинская аллея,5,67.1,2024,33.4,22.0,3.0,Монолитный,1,2,16,Без отделки,1,пассажирский
279637313,2,12752080,Калитники,9,44.56,2024,36.2,18.1,3.0,Монолитно-кирпичный,1,2,21,Без отделки,1,пассажирский
280805539,1,13095028,Бульвар Рокоссовского,3,37.8,2024,36.2,18.1,3.0,Монолитный,1,5,19,Без отделки,1,грузовой
273232611,2,13383083,Прокшино,11,39.6,2024,12.1,17.1,3.0,Монолитный,1,6,16,Без отделки,1,пассажирский
270779489,2,14554950,Окская,9,51.07,2024,22.0,20.8,2.7,Монолитный,2,21,33,Чистовая,4,пассажирский
280779740,2,14777467,Рассказовка,6,43.88,2024,23.5,9.5,2.7,Монолитный,1,15,22,Предчистовая,1,грузовой
284859680,1,14943850,Давыдково,4,41.06,2023,20.3,12.5,3.3,Монолитный,1,7,30,Без отделки,2,пассажирский
277902622,4,15320339,Бунинская аллея,5,72.7,2024,34.1,22.3,3.0,Монолитный,2,13,19,Предчистовая,1,пассажирский
273050254,2,15409696,Прокшино,2,51.9,2023,25.0,11.8,3.0,Монолитный,1,10,15,Чистовая,1,пассажирский
275550657,2,15392052,Аминьевская,3,51.93,2024,22.7,16.3,2.7,Монолитный,2,5,33,Чистовая,4,пассажирский
281333480,2,15841296,Рассказовка,5,52.86,2024,25.3,11.5,2.7,Монолитный,1,11,25,Предчистовая,1,грузовой
277292611,1,17043000,Народное Ополчение,11,49.4,2022,36.2,18.1,3.0,Монолитный,1,16,21,Без отделки,1,пассажирский
276334546,1,17014752,Багратионовская,7,41.9,2024,13.5,20.6,2.7,Монолитный,1,9,24,Чистовая,4,пассажирский
277770997,2,17433900,Волгоградский проспект,5,58.7,2025,22.2,21.7,2.6,Монолитный,2,32,38,Чистовая,4,пассажирский
282710704,2,17653200,Печатники,17,56.6,2025,22.5,13.6,2.8,Монолитный,2,3,29,Без отделки,3,грузовой
284037579,1,18407367,Технопарк,17,43.8,2025,36.2,18.1,3.1,Монолитно-кирпичный,1,9,27,Без отделки,3,пассажирский
283379889,2,19000000,Шаболовская,36,37.7,2024,22.7,10.0,3.0,Монолитно-кирпичный,1,5,13,Без отделки,1,пассажирский
285084390,2,19989990,Кунцевская,4,62.1,2022,35.2,11.3,3.0,Монолитный,1,24,29,Чистовая,3,пассажирский
270790985,1,20219134,Фили,5,39.4,2022,11.1,18.4,3.0,Монолитный,1,13,20,Предчистовая,2,пассажирский
283877363,2,26298000,Зорге,13,54.0,2023,23.6,16.0,3.1,Монолитный,1,12,21,Без отделки,1,пассажирский
285083542,3,21194511,Владыкино,19,58.89,2024,24.0,22.6,2.9,Монолитный,1,3,31,Чистовая,2,грузовой
285084338,3,22116000,Кунцевская,3,77.6,2022,35.1,24.3,3.0,Монолитный,2,4,29,Чистовая,3,пассажирский
282652271,2,23227980,Печатники,17,62.6,2025,24.9,19.0,2.8,Монолитный,2,21,29,Без отделки,3,грузовой
270791980,3,24384030,Крылатское,10,62.7,2024,34.4,12.3,2.8,Монолитный,2,31,33,Чистовая,4,пассажирский
265095434,2,24380000,Минская,1,44.4,2023,30.5,5.1,3.1,Монолитный,1,8,14,Без отделки,2,пассажирский
285682478,1,24667500,Белорусская,3,42.9,2023,36.2,4.3,3.1,Монолитный,1,3,8,Предчистовая,2,пассажирский
270788919,3,26691600,Коломенская,17,88.5,2023,42.3,23.1,2.6,Монолитный,2,2,33,Чистовая,4,пассажирский
285477196,4,32367291,Мичуринский проспект,11,94.1,2025,69.3,7.1,3.0,Монолитный,2,28,41,Без отделки,4,пассажирский
264672515,3,33468920,Хорошёво,20,83.0,2024,44.3,14.3,3.1,Монолитный,2,12,20,Без отделки,5,грузовой
284890843,4,35096068,Мичуринский проспект,10,94.6,2025,41.0,32.1,3.0,Монолитный,2,23,30,Без отделки,3,пассажирский
259026522,2,35300700,Народное Ополчение,18,61.0,2023,29.7,10.5,3.1,Монолитный,1,23,43,Предчистовая,6,грузовой
284556583,2,36434547,Фили,5,68.3,2026,36.2,18.1,3.4,Монолитно-кирпичный,1,26,45,Без отделки,4,пассажирский
276571216,3,39675660,Кунцевская,10,102.8,2021,65.4,18.1,3.0,Монолитный,2,16,24,Черновая,1,пассажирский
280735079,2,43500000,Сокол,8,59.0,2023,15.5,25.0,3.1,Кирпичный,2,12,12,Без отделки,1,пассажирский
283964371,3,47858236,Алексеевская,10,94.3,2022,45.6,12.9,0.0,Монолитно-кирпичный,2,7,19,Черновая,1,грузовой
284824183,1,51409562,Октябрьская,1,52.18,2023,36.2,18.1,3.1,Монолитный,1,2,9,Чистовая,1,пассажирский
283964389,3,53222932,Алексеевская,10,103.2,2022,52.1,13.6,0.0,Монолитно-кирпичный,2,11,19,Черновая,1,грузовой
264100282,4,68003700,Калужская,18,162.3,2021,90.8,36.3,3.1,Монолитный,3,4,32,Предчистовая,2,грузовой
272973170,5,95227329,Аэропорт,12,129.6,2022,36.2,5.4,3.1,Монолитный,2,20,41,Предчистовая,4,пассажирский
272973143,5,97846294,Аэропорт,12,162.9,2022,36.2,6.1,3.1,Монолитный,3,20,41,Предчистовая,4,пассажирский
268579036,3,104544100,Арбатская,4,109.7,2017,48.9,12.4,3.2,Монолитно-кирпичный,3,2,6,Без отделки,1,пассажирский
272973142,5,113575805,Аэропорт,12,162.3,2022,36.2,8.4,3.1,Монолитный,3,20,41,Предчистовая,4,пассажирский
256891228,2,137678787,Спортивная,10,128.2,2021,38.7,39.5,3.8,Монолитно-кирпичный,2,5,6,Без отделки,1,пассажирский
281686977,2,153950000,Чистые пруды,4,77.9,2025,15.7,33.2,3.9,Монолитный,2,3,6,Без отделки,2,пассажирский
256188129,2,156368050,Спортивная,10,120.8,2021,36.2,18.1,3.8,Монолитно-кирпичный,2,6,6,Без отделки,1,пассажирский
274998075,2,167728193,Спортивная,10,160.9,2021,36.2,18.1,3.8,Монолитно-кирпичный,3,3,6,Без отделки,1,пассажирский
281159341,3,175483424,Новокузнецкая,15,113.42,2024,36.2,26.2,3.2,Монолитно-кирпичный,2,5,6,Черновая,1,пассажирский
281605926,3,189176144,Новокузнецкая,15,122.27,2024,36.2,28.2,3.2,Монолитно-кирпичный,2,5,6,Черновая,1,пассажирский
267963961,3,198550000,Минская,12,209.0,2019,36.2,18.1,3.1,Монолитный,3,1,6,Без отделки,1,грузовой
285131111,3,202359478,Киевская,13,82.5,2024,54.4,6.6,6.4,Монолитный,1,4,4,Чистовая,0,пассажирский
284916290,4,224700004,Спортивная,12,190.0,2024,51.9,40.8,3.2,Монолитный,3,2,6,Без отделки,1,пассажирский
284916293,3,240433229,Спортивная,12,137.5,2024,79.9,10.7,3.2,Монолитный,2,2,6,Без отделки,1,пассажирский
284916285,3,274833361,Спортивная,12,139.5,2024,82.5,9.8,3.2,Монолитный,2,3,6,Без отделки,1,пассажирский
280508938,4,343500000,Фрунзенская,7,229.0,2022,146.0,33.7,3.1,Монолитный,1,11,11,Без отделки,1,пассажирский
285691757,4,358621173,Полянка,2,278.71,2022,78.2,90.4,3.5,Монолитный,3,6,7,Без отделки,1,пассажирский
284916279,4,702168789,Спортивная,12,340.9,2024,208.0,17.0,3.2,Монолитный,4,2,6,Без отделки,1,пассажирский
273236923,1,9266400,Медведково,16,35.1,2025,11.4,16.3,2.7,Монолитный,1,4,32,Чистовая,4,пассажирский
274814267,1,9277280,Медведково,19,36.8,2025,11.0,17.9,2.7,Монолитный,1,22,32,Чистовая,4,пассажирский
269474776,1,9588102,Ботанический сад,17,33.3,2023,17.1,10.1,3.0,Монолитный,1,15,18,Без отделки,1,пассажирский
274035425,1,10726620,Красный Строитель,6,43.8,2024,16.1,17.5,2.7,Монолитный,1,2,33,Чистовая,4,пассажирский
275804097,1,10690986,Черкизовская,12,42.3,2025,14.7,18.6,2.7,Монолитный,1,22,33,Чистовая,4,пассажирский
274814403,1,12370344,Черкизовская,13,40.2,2024,13.6,13.8,2.7,Монолитный,1,16,33,Чистовая,4,пассажирский
271597749,2,12613300,Кантемировская,20,48.7,2024,22.6,16.6,2.6,Монолитный,1,23,23,Чистовая,3,пассажирский
272751489,2,12839650,Ботанический сад,17,49.1,2023,29.1,10.0,3.0,Монолитный,1,13,18,Без отделки,1,пассажирский
277021261,2,12924980,Красный Строитель,6,48.7,2024,23.5,15.7,2.7,Монолитный,1,16,33,Чистовая,4,пассажирский
270782367,2,13587140,Стрешнево,2,51.8,2023,24.9,19.8,2.6,Монолитный,1,3,28,Чистовая,4,пассажирский
275859523,2,15351033,Депо,13,58.8,2024,21.9,19.0,2.7,Панельный,2,19,25,Чистовая,3,пассажирский
268763649,2,19109090,Октябрьское поле,17,58.1,2023,24.8,15.2,3.0,Монолитный,1,23,25,Чистовая,3,пассажирский
277825944,2,19736530,Водный стадион,9,66.7,2023,24.4,25.4,2.7,Монолитный,2,2,32,Предчистовая,4,пассажирский
270791093,2,21722506,Фили,5,38.2,2022,22.8,5.2,3.0,Монолитный,1,12,20,Предчистовая,2,пассажирский
276438553,3,29015911,Лефортово,2,103.2,2021,36.2,15.3,3.0,Монолитный,2,6,18,Без отделки,1,пассажирский
271115495,3,32539627,Фили,5,72.3,2022,45.3,12.8,3.0,Монолитный,2,1,20,Предчистовая,2,пассажирский
265095503,3,32300000,Минская,13,75.8,2023,28.5,28.6,3.3,Монолитный,2,1,14,Без отделки,2,пассажирский
268969294,3,39339898,Зорге,13,90.5,2022,48.7,13.6,3.0,Монолитный,2,14,27,Без отделки,3,пассажирский
265095267,4,60000000,Минская,1,115.6,2023,65.8,14.2,3.1,Монолитный,2,6,13,Без отделки,2,пассажирский
238813366,3,159165000,Ломоносовский проспект,18,105.72,2021,36.2,18.1,3.1,Монолитно-кирпичный,2,11,12,Чистовая,1,пассажирский
272695181,4,576298470,Охотный ряд,6,262.8,2023,36.2,17.9,4.6,Монолитный,3,2,6,Чистовая,1,пассажирский
282439558,1,7587840,Бунинская аллея,5,32.5,2025,12.5,10.5,2.6,Панельный,1,2,17,Чистовая,2,пассажирский
282439161,2,7810110,Депо,18,32.2,2025,19.7,5.8,2.7,Монолитный,1,22,25,Чистовая,3,пассажирский
278977087,1,9571170,Перерва,5,42.5,2025,14.7,18.6,2.7,Монолитный,1,27,33,Чистовая,4,пассажирский
282449539,2,11964388,Депо,18,50.7,2025,20.8,17.7,2.7,Монолитный,1,16,16,Чистовая,1,пассажирский
270793376,2,13224840,Водный стадион,9,38.2,2023,24.1,6.2,2.7,Монолитный,1,2,32,Предчистовая,4,пассажирский
285060573,3,13591032,Депо,18,63.5,2025,34.2,8.8,2.7,Монолитный,1,4,16,Чистовая,2,пассажирский
285604863,3,13842500,Ольховая,17,53.5,2023,35.2,8.4,3.1,Монолитно-кирпичный,1,12,13,Без отделки,1,пассажирский
274723164,3,15543400,Медведково,19,71.3,2025,37.9,19.1,2.7,Монолитный,2,32,32,Чистовая,4,пассажирский
284563833,2,16016706,Яхромская,4,54.59,2023,22.3,19.6,2.8,Монолитный,2,2,16,Чистовая,1,пассажирский
281171883,2,16107438,Окская,9,58.98,2024,26.0,24.9,2.7,Монолитный,2,22,33,Чистовая,4,пассажирский
284859677,1,16147517,Давыдково,4,41.8,2023,20.8,12.7,3.3,Монолитный,1,26,30,Без отделки,2,пассажирский
283570618,3,16993592,Депо,13,77.0,2024,36.2,22.3,2.7,Панельный,2,12,15,Чистовая,2,пассажирский
275946172,3,17486002,Депо,13,83.3,2024,42.2,14.2,2.7,Панельный,2,12,15,Чистовая,2,пассажирский
284859699,2,17431423,Давыдково,4,45.82,2023,28.9,5.2,3.3,Монолитный,1,16,30,Без отделки,2,пассажирский
285061587,3,17591918,Красный Строитель,5,85.94,2025,35.5,27.9,2.7,Монолитный,2,15,20,Чистовая,3,пассажирский
277234539,2,18909680,Кунцевская,10,47.8,2021,28.9,18.1,3.0,Монолитный,1,4,24,Черновая,1,пассажирский
281333487,3,19321846,Рассказовка,5,81.03,2024,43.7,22.3,2.7,Монолитный,2,11,25,Предчистовая,1,грузовой
284859728,3,19801193,Давыдково,4,65.26,2023,35.7,6.7,3.3,Монолитный,1,4,30,Без отделки,2,пассажирский
268208079,2,23220000,Минская,1,42.6,2023,11.9,18.2,3.1,Монолитный,1,2,14,Без отделки,2,пассажирский
282881970,2,23426900,Карамышевская,5,68.3,2023,36.2,15.4,3.1,Монолитный,1,25,46,Без отделки,1,пассажирский
265095849,4,24700000,Аминьевская,10,79.4,2022,36.2,18.1,3.0,Монолитный,2,7,27,Без отделки,3,пассажирский
276571281,3,27193200,Кунцевская,10,68.0,2021,46.4,18.1,3.0,Монолитный,1,16,24,Черновая,1,пассажирский
281534353,2,27572000,Калужская,18,45.2,2021,36.2,18.1,3.1,Монолитный,1,28,32,С отделкой,2,грузовой
281699187,2,29020000,Минская,1,44.7,2023,14.1,24.4,3.1,Монолитный,1,13,14,Без отделки,2,пассажирский
274260505,2,30016290,Фили,5,63.8,2026,36.2,18.1,3.1,Монолитно-кирпичный,1,2,45,Без отделки,4,пассажирский
281538580,3,35794077,Октябрьское поле,1,72.87,2011,36.2,18.1,3.1,Монолитно-кирпичный,2,11,18,Чистовая,1,пассажирский
281534355,3,38520000,Калужская,18,64.2,2021,36.2,18.1,3.1,Монолитный,1,31,32,С отделкой,2,грузовой
282212860,3,40120000,Бутырская,10,81.26,2024,39.0,15.0,3.5,Монолитный,2,27,28,Без отделки,2,пассажирский
285682516,2,42566415,Белорусская,3,71.8,2023,36.2,5.4,3.1,Монолитный,2,3,10,Предчистовая,2,пассажирский
265095236,3,43840000,Минская,12,68.7,2023,17.3,23.2,3.3,Монолитный,1,10,14,Без отделки,2,пассажирский
285627144,4,45541928,Электрозаводская,14,97.2,2025,40.8,33.6,3.1,Монолитный,2,15,17,Без отделки,1,пассажирский
280475376,2,45770000,Улица 1905 года,13,66.9,2025,36.2,18.1,3.4,Монолитный,1,4,23,Черновая,1,пассажирский
283998375,2,59000000,Выставочная,7,71.04,2023,36.2,15.9,3.1,Монолитный,2,35,65,Без отделки,4,пассажирский
284503785,4,101573549,Выставочная,7,120.88,2023,97.8,18.1,3.0,Монолитный,2,56,65,Предчистовая,4,пассажирский
280202867,4,130603000,Выставочная,7,118.73,2023,95.9,17.8,3.0,Монолитный,2,29,65,Предчистовая,4,пассажирский
268579035,4,133420000,Арбатская,4,140.0,2017,67.8,14.0,3.2,Монолитно-кирпичный,3,2,6,Без отделки,1,пассажирский
281686964,2,158130000,Чистые пруды,4,86.9,2025,15.5,37.6,3.9,Монолитный,2,3,6,Без отделки,2,пассажирский
268579027,4,174494300,Арбатская,5,183.1,2017,92.8,21.9,3.2,Монолитно-кирпичный,3,5,5,Без отделки,0,пассажирский
263706401,3,203200000,Минская,14,203.2,2019,36.2,18.1,3.1,Монолитный,3,1,6,Без отделки,1,пассажирский
281686982,5,221480000,Чистые пруды,4,137.1,2025,77.5,5.0,3.9,Монолитный,2,2,6,Без отделки,2,пассажирский
281686981,5,246110000,Чистые пруды,4,171.1,2025,78.7,10.0,3.9,Монолитный,2,2,6,Без отделки,2,пассажирский
284916916,5,262558406,Киевская,13,135.2,2024,86.0,6.4,6.4,Монолитный,2,2,4,Чистовая,0,пассажирский
280422662,3,278552672,Третьяковская,3,132.38,2024,36.2,9.4,3.1,Монолитно-кирпичный,2,3,6,Без отделки,1,пассажирский
285691728,4,362223702,Полянка,2,281.51,2022,77.1,100.0,3.5,Монолитный,3,6,7,Без отделки,1,пассажирский
273638376,1,7584040,Медведково,5,33.15,2024,10.7,15.0,2.8,Монолитный,1,7,8,Чистовая,1,пассажирский
274345567,2,9195095,Аминьевская,7,32.5,2024,17.0,8.7,2.6,Монолитный,1,30,33,Чистовая,4,пассажирский
275804150,1,9262960,Черкизовская,12,34.0,2025,13.9,10.6,2.7,Монолитный,1,17,33,Чистовая,4,пассажирский
273236901,1,9350460,Медведково,16,36.9,2025,11.0,18.0,2.7,Монолитный,1,23,32,Чистовая,4,пассажирский
272669022,1,10530240,Медведково,6,33.6,2024,11.5,10.7,2.6,Монолитный,1,1,15,Чистовая,1,пассажирский
276310830,1,10964800,Лесопарковая,5,38.5,2023,36.2,18.1,2.6,Панельный,1,16,26,Предчистовая,3,пассажирский
272746166,1,12415000,Октябрьское поле,4,38.2,2024,14.0,10.2,3.0,Монолитный,1,12,27,Чистовая,3,пассажирский
270794723,1,15399061,Лефортово,13,41.4,2023,12.4,21.2,2.7,Монолитный,1,26,26,Чистовая,4,пассажирский
276513630,3,16533972,Черкизовская,12,72.1,2025,32.4,26.4,2.7,Монолитный,2,8,33,Чистовая,4,пассажирский
277095491,3,17200293,Владыкино,10,80.4,2025,35.9,24.2,2.6,Монолитный,2,12,33,Чистовая,4,пассажирский
277323909,2,17922870,Свиблово,6,60.9,2025,26.8,22.1,2.7,Монолитный,2,33,33,Чистовая,4,пассажирский
276754515,3,18677500,Народное Ополчение,11,77.5,2022,39.6,16.2,3.0,Монолитный,1,13,21,Без отделки,1,пассажирский
276272578,3,18921600,Коломенская,4,72.0,2025,32.3,26.4,2.6,Монолитный,2,21,33,Чистовая,4,пассажирский
267884608,2,24721565,Октябрьское поле,13,57.7,2024,25.9,15.5,3.3,Монолитный,1,14,19,Без отделки,1,пассажирский
267885859,2,24726900,Карамышевская,5,64.9,2023,36.2,14.0,3.1,Монолитный,1,45,46,Без отделки,4,пассажирский
276378850,3,30558460,Крылатское,10,89.3,2024,41.1,31.5,2.8,Монолитный,2,30,33,Чистовая,4,пассажирский
267885866,3,32360900,Карамышевская,5,80.3,2023,36.2,16.3,3.1,Монолитный,1,45,46,Без отделки,4,пассажирский
265095387,4,45810000,Минская,1,91.8,2023,38.9,26.3,3.1,Монолитный,2,7,14,Без отделки,2,пассажирский
269936717,5,185710000,Минская,2,209.0,2023,93.2,55.1,3.6,Монолитный,3,13,13,Без отделки,1,пассажирский
258945661,4,231523500,Ломоносовский проспект,5,149.37,2021,36.2,18.1,3.1,Монолитно-кирпичный,2,8,9,Без отделки,1,пассажирский
272695147,3,507717045,Театральная,4,192.25,2023,36.2,55.7,4.6,Монолитный,3,2,6,Чистовая,1,пассажирский
281410441,1,8523060,Перерва,5,32.5,2025,9.4,16.2,2.7,Монолитный,1,24,33,Чистовая,4,пассажирский
279343154,1,10178973,Бунинская аллея,5,37.4,2024,13.2,12.6,3.0,Монолитный,1,13,19,Предчистовая,1,пассажирский
278068263,1,10426032,Бульвар Адмирала Ушакова,8,36.7,2024,13.5,13.8,3.0,Монолитный,1,2,15,Предчистовая,1,грузовой
285084378,1,15869056,Кунцевская,4,42.3,2022,15.4,11.3,3.0,Монолитный,1,14,29,Чистовая,3,пассажирский
280318199,2,20166300,Водный стадион,9,69.3,2024,32.3,19.3,2.7,Монолитный,2,7,33,Чистовая,4,пассажирский
285084359,3,22030500,Кунцевская,3,77.3,2022,35.1,24.3,3.0,Монолитный,2,5,29,Чистовая,3,пассажирский
269677199,3,23425186,Бульвар Рокоссовского,3,74.5,2024,36.2,18.1,3.0,Монолитный,2,13,19,Без отделки,1,грузовой
276377400,4,25752103,Зорге,13,96.4,2023,64.1,6.2,3.1,Монолитный,1,2,21,Без отделки,1,пассажирский
285254955,2,26693480,Площадь Ильича,12,68.2,2025,27.8,16.0,3.1,Монолитный,2,15,27,Без отделки,1,пассажирский
285143291,4,27483576,Волгоградский проспект,6,102.4,2022,36.2,29.4,2.9,Монолитный,2,2,29,Предчистовая,1,пассажирский
285682442,2,38516800,Белорусская,3,67.3,2023,36.2,4.3,3.1,Монолитный,1,4,15,Предчистовая,2,пассажирский
279123372,3,38963925,Кунцевская,10,103.8,2021,66.0,18.1,3.0,Монолитный,2,12,24,Черновая,1,пассажирский
285674301,2,40203590,Филёвский парк,11,67.9,2024,36.2,18.1,3.2,Монолитный,1,14,17,Предчистовая,1,пассажирский
284722606,4,44000000,Шелепиха,5,120.44,2023,36.2,18.1,3.1,Монолитный,1,28,53,Без отделки,4,пассажирский
277035814,2,56070000,Маяковская,9,62.3,2023,36.2,23.8,3.1,Монолитный,2,4,9,Чистовая с мебелью,1,пассажирский
268515080,4,58009680,Хорошёво,20,139.5,2024,68.4,19.1,3.1,Монолитный,2,12,20,Без отделки,5,грузовой
280475404,3,67320000,Улица 1905 года,13,105.7,2025,36.2,18.1,3.4,Монолитный,2,6,23,Черновая,1,пассажирский
280475383,4,88400000,Улица 1905 года,13,134.1,2025,36.2,18.1,3.4,Монолитный,2,4,23,Черновая,1,пассажирский
277550921,3,97261000,Выставочная,7,102.38,2023,82.0,15.4,3.0,Монолитный,2,41,65,Чистовая,4,пассажирский
274789003,3,110338000,Арбатская,9,128.3,2019,36.2,18.1,3.3,Монолитный,2,6,8,Без отделки,1,пассажирский
284916920,3,137684404,Киевская,13,77.7,2024,44.6,5.3,6.4,Монолитный,1,2,4,Чистовая,0,пассажирский
284916921,3,166520425,Киевская,13,84.8,2024,49.9,7.0,6.4,Монолитный,1,3,4,Чистовая,0,пассажирский
285082365,4,206930000,Красные ворота,7,206.93,2023,41.5,46.6,3.2,Монолитный,3,15,19,Чистовая,7,грузовой
284073721,3,229400000,Арбатская,9,229.4,2019,36.2,18.1,3.3,Монолитный,3,5,8,Без отделки,1,пассажирский
285462034,4,249880000,Белорусская,10,195.2,2021,87.8,17.2,3.2,Монолитный,3,7,7,Без отделки,1,пассажирский
267963958,3,250867200,Минская,11,222.4,2019,36.2,18.1,3.1,Монолитный,3,3,6,Без отделки,1,пассажирский
284916287,4,307389480,Спортивная,12,188.5,2024,99.2,9.9,3.2,Монолитный,3,3,6,Без отделки,1,пассажирский
284916922,5,381020156,Киевская,13,133.8,2024,87.9,6.3,6.4,Монолитный,2,4,4,Чистовая,0,пассажирский
274788020,3,390390000,Смоленская,6,200.2,2019,36.2,18.1,3.6,Монолитный,3,5,5,Без отделки,0,пассажирский
284916280,5,397358306,Спортивная,12,208.6,2024,126.1,9.7,3.2,Монолитный,4,2,6,Без отделки,1,пассажирский
277941229,2,8748000,Текстильщики,16,32.4,2024,20.0,5.7,2.6,Монолитный,1,5,17,Чистовая,2,пассажирский
